name	predictions	lineage	clade	subsubclade	extra_info	Amt.2	Amt.1	Amt.NC	ureC	cspc	ipct	nhap	trk	metE	metE_2	flaK	cheA	cheY	cheY_2	TadC	flal	proDH	RocA
GCA_014523495	no	NS	Delta	1	2.1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
HQ221890	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_020028255	no	NS	Delta	1	2.1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
HQ007666	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ007756	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_020029155	no	NS	Delta	1	2.1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
GCA_020029195	no	NS	Delta	1	2.1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
GCA_020029175	no	NS	Delta	1	2.1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HM346180	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM346030	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM346166	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM754752	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU590135	yes	NS	Delta	1	NCertae_sedis.3_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU590279	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU672033	yes	NS	Delta	1	NCertae_sedis.3_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014523525	no	NS	Delta	1	NCertae_sedis.3_OTU2	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
JQ345903	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885563	yes	NS	Delta	1	NCertae_sedis.4_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ863176	yes	NS	Delta	1	NCertae_sedis.4_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885577	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885561	yes	NS	Delta	1	NCertae_sedis.2_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885632	yes	NS	Delta	1	NCertae_sedis.2_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM346065	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885557	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ481040	yes	NS	Delta	1	NCertae_sedis.1_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ497054	yes	NS	Delta	1	NCertae_sedis.1_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM346048	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN180076	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM117076	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ158577	yes	NS	Delta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB353479	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF004224	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF574113	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499553	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC559234	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX426303	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB353484	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU671116	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU672149	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ906644	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX537649	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF748326	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ911230	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ496888	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ911252	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM116929	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885653	yes	NS	Delta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013114725	no	NS	Incertae	NCertae		0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
GU225881	yes	NS	Incertae	NCertae	1_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ331413	yes	NS	Incertae	NCertae	1_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB828929	yes	NS	Epsilon	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ601584	yes	NS	Epsilon	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN183774	yes	NS	Epsilon	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN183739	yes	NS	Epsilon	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN190707	yes	NS	Epsilon	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ278502	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227759	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF430554	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179393	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ202397	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU650954	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC756646	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ316986	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ081253	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX570739	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179388	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ699397	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179397	yes	NS	Epsilon	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2603880166	no	NS	Zeta	2		0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_902826075	no	NS	Zeta	2		0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
JN183537	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB542169	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_900696045	no	NS	Zeta	2		0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
JX643991	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179403	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ345901	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179444	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2657244923	no	NS	Zeta			0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_014523545	no	NS	Zeta			0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
KM110745	yes	NS	Zeta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009379865	no	NS	Zeta			0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_007826885	no	NS	Zeta			0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_013694585	no	NS	Zeta			0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
JX426485	yes	NS	Zeta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179412	yes	NS	Zeta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ304880	yes	NS	Zeta	I	NCertae_sedis.2_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU860279	yes	NS	Zeta	I	NCertae_sedis.2_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU651245	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ406891	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ082881	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF853589	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF905634	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF935733	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU925258	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ142304	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ660896	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC801686	yes	NS	Zeta	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013821245	no	NS	Zeta	Incertae		0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
KF574128	yes	NS	Zeta	Incertae	NCertae_sedis.1_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016782225	no	NS	Zeta	Incertae		0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_016782245	no	NS	Zeta	Incertae		0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
GCA_016782315	no	NS	Zeta	Incertae		0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
KF606908	yes	NS	Zeta	Incertae	NCertae_sedis.1_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF179420	yes	NS	Zeta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227156	yes	NS	Zeta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008389435	no	NS	Zeta	2		0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
KF667015	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC758445	yes	NS	Zeta	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2788500263	no	NC	Alpha		NC islandicus	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1
NcavSCU2	yes	NC	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_900248165	no	NC	Alpha		NC cavascuriensis	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1
GCA_011058825	no	NC	Alpha			1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1
AB649214	yes	NC	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011373145	no	NC	Alpha			0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013538675	no	NC	Alpha			1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1
GCA_013538705	no	NC	Alpha			1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013538805	no	NC	Alpha			1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
GCA_013538695	no	NC	Alpha			1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
EU239983	yes	NC	Alpha		NC_yellowstone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013538715	no	NC	Alpha			1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
GCA_013538795	no	NC	Alpha			1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
JX311792	yes	NC			OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011331095	no	NC				1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1
2757320681	no	NT	Alpha	1		1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1
FJ517347	yes	NT	Alpha	1	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179805	yes	NT	Alpha	1	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2775506846	no	NT	Alpha	1		1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1
JF743000	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2775506851	no	NT	Alpha	1		1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
JX427548	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148778	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ312227	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ542830	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ340356	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM117042	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179914	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN787021	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2775506854	no	NT	Alpha	1		1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1
JQ365759	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HE598576	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179866	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179865	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU667812	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179910	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179852	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF003872	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ863874	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ864127	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227756	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179633	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB625919	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227731	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179736	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ863955	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179741	yes	NT	Alpha	1	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179760	yes	NT	Alpha	1	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148780	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ864188	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ365758	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227726	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU309873	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN773464	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179602	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ142536	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ142649	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179700	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ081259	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ542832	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179872	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC293216	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179773	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227711	yes	NT	Alpha	1	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ215923	yes	NT	Alpha	1	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB427054	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ886283	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ517360	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ896041	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ896052	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ082878	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ896058	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF681783	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179533	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN869059	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179529	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM131597	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ312246	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179537	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX885402	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179559	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF520876	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN671950	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179527	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ365800	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179528	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN671945	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM117133	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
