Accession	source	Genome Name / Sample Name	completeness	contamination	Phylum	Amt-1	Amt-2	Amt-3	ureC	cspc	ipct	nhap	trk	metE	metE_2	flaK	cheA	cheY	cheY_2	TadC	flal	proDH	RocA
GCA_010030375.1	ncbi	Nitrosopumilaceae archaeon	86.6	1	Thaumarchaeota	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
GCA_005790655.1	ncbi	Nitrosopumilaceae archaeon	90.2	2.1	Thaumarchaeota	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
GCA_010028485.1	ncbi	Nitrosopumilaceae archaeon	83.5	1	Thaumarchaeota	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
GCA_011523285.1	ncbi	Nitrosopumilaceae archaeon	88.1	0.5	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_005787795.1	ncbi	Nitrosopumilaceae archaeon	39.7	0.5	Thaumarchaeota	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
GCA_010030475.1	ncbi	Nitrosopumilaceae archaeon	84.5	1.5	Thaumarchaeota	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
GCA_013330055.1	ncbi	Nitrosopumilaceae archaeon	70.6	0.5	Thaumarchaeota	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1
GCA_013867285.1	ncbi	Nitrosopumilaceae archaeon	84	2.6	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_012271085.1	ncbi	Nitrosopumilaceae archaeon	89.2	0.5	Thaumarchaeota	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
GCA_010030425.1	ncbi	Nitrosopumilaceae archaeon	84.5	1.5	Thaumarchaeota	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
GCA_005798385.1	ncbi	Nitrosopumilaceae archaeon	86.6	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_011776245.1	ncbi	Nitrosopumilaceae archaeon	61.3	1.5	Thaumarchaeota	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_013867335.1	ncbi	Nitrosopumilaceae archaeon	86.1	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_005799035.1	ncbi	Nitrosopumilaceae archaeon	79.4	3.1	Thaumarchaeota	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
GCA_005776525.1	ncbi	Nitrosopumilaceae archaeon	79.4	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_005790695.1	ncbi	Nitrosopumilaceae archaeon	77.8	0	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_013867185.1	ncbi	Nitrosopumilaceae archaeon	70.1	6.2	Thaumarchaeota	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
GCA_020027255.1	ncbi	Nitrosopumilaceae archaeon	79.4	0	Thaumarchaeota	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_013867305.1	ncbi	Nitrosopumilaceae archaeon	77.3	1	Thaumarchaeota	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1
GCA_011774125.1	ncbi	Nitrosopumilaceae archaeon	61.4	2.6	Thaumarchaeota	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_011775845.1	ncbi	Nitrosopumilaceae archaeon	61.4	2.1	Thaumarchaeota	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_011777025.1	ncbi	Nitrosopumilaceae archaeon	61.4	2.6	Thaumarchaeota	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_003229255.1	ncbi	Nitrosopumilaceae archaeon	58.8	6.7	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1
GCA_007571225.1	ncbi	Nitrosopumilaceae archaeon	70.1	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_013867275.1	ncbi	Nitrosopumilaceae archaeon	61.8	7.2	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_013867205.1	ncbi	Nitrosopumilaceae archaeon	60.3	5.7	Thaumarchaeota	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_012271275.1	ncbi	Nitrosopumilaceae archaeon	81.9	0.5	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0
GCA_016845255.1	ncbi	Nitrosopumilaceae archaeon	50	4.6	Thaumarchaeota	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_013867235.1	ncbi	Nitrosopumilaceae archaeon	64.9	3.6	Thaumarchaeota	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1
GCA_008389435.1	ncbi	Candidatus Nitrosocosmicus sp. SS	89.1	1.5	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009898475.1	ncbi	Nitrososphaera sp. AFS	83.5	1	Thaumarchaeota	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
GCA_013388945.1	ncbi	Nitrososphaera sp.	92.8	0.5	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_009861625.1	ncbi	Candidatus Nitrosocosmicus sp. SS	89.1	1.5	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_902826075.1	ncbi	uncultured Candidatus Nitrosocosmicus sp.	81.9	1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_001917865.1	ncbi	Candidatus Nitrososphaera sp. 13_1_40CM_48_12	48	2.1	Thaumarchaeota	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
GCA_009379865.1	ncbi	Candidatus Nitrosocosmicus sp.	81.9	1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_013114705.1	ncbi	Candidatus Nitrosocosmicus sp.	78.9	0.5	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_002495575.1	ncbi	Nitrososphaera sp. UBA216	68.5	1	Thaumarchaeota	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_013114715.1	ncbi	Nitrososphaera sp.	86.6	3.6	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1
GCA_002495135.1	ncbi	Nitrososphaera sp. UBA239	60.3	1	Thaumarchaeota	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
GCA_014533965.1	ncbi	Nitrososphaera sp.	41.2	3.6	Thaumarchaeota	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
GCA_900248165.1	ncbi	Candidatus Nitrosocaldus cavascurensis	90.7	0.5	Thaumarchaeota	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1
GCA_003702465.1	ncbi	Candidatus Nitrosomarinus sp.	83	0	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
GCA_007826885.1	ncbi	Candidatus Nitrosocosmicus arcticus	90.7	1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_014078535.1	ncbi	Nitrosopumilus sp. b2	92.3	0.5	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_014078525.1	ncbi	Nitrosopumilus sp. b3	93.3	0.5	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GCA_014078545.1	ncbi	Nitrosopumilus sp. b1	91.7	4.1	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_012928605.1	ncbi	Candidatus Nitrosopumilus sp. MTA1	92.8	2.6	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013215285.1	ncbi	Nitrosopumilus sp.	91.2	0.5	Thaumarchaeota	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1
GCA_003331425.1	ncbi	Nitrosopumilus sp.	90.7	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_008080855.1	ncbi	Nitrosopumilus sp.	89.2	2.1	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_001543015.1	ncbi	Nitrosopumilus sp. LS_AOA	93.8	0.5	Thaumarchaeota	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_905612295.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	57.2	0	Thaumarchaeota	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_905479565.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	88.7	3.6	Thaumarchaeota	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1
GCA_008080815.1	ncbi	Nitrosopumilus sp.	81.9	0.5	Thaumarchaeota	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_003702525.1	ncbi	Nitrosopumilus sp.	84.5	1.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_018263505.1	ncbi	Nitrosopumilus sp.	89.7	1	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1
GCA_905620515.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	61.3	0	Thaumarchaeota	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_905616385.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	59.8	0	Thaumarchaeota	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
GCA_905612425.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	73.7	0.5	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
GCA_016125975.1	ncbi	Nitrosopumilus sp.	91.2	0	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_002494985.1	ncbi	Nitrosopumilus sp. UBA527	63.9	0	Thaumarchaeota	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1
GCA_905612275.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	51.5	0	Thaumarchaeota	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GCA_013911135.1	ncbi	Nitrosopumilus sp.	91.2	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1
GCA_003724255.1	ncbi	Nitrosopumilus sp. B06	85	1	Thaumarchaeota	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
GCA_003702495.1	ncbi	Nitrosopumilus sp.	87.1	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009694705.1	ncbi	Nitrosopumilus sp.	85.1	0	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_905612455.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	63.9	0	Thaumarchaeota	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_003724325.1	ncbi	Nitrosopumilus sp. D6	79.4	0.5	Thaumarchaeota	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_003724285.1	ncbi	Nitrosopumilus sp. H13	80.4	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0
GCA_905620485.1	ncbi	uncultured Candidatus Nitrosopumilus sp.	44.8	0	Thaumarchaeota	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GCA_002506665.1	ncbi	Nitrosopumilus sp. UBA526	78.9	0.5	Thaumarchaeota	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1
GCA_017855915.1	ncbi	Nitrosopumilus sp.	87.6	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_001437625.1	ncbi	Nitrosopumilus sp. BACL13 MAG-121220-bin23	89.2	0	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_013694585.1	ncbi	Nitrosopumilus sp.	86.1	2.1	Thaumarchaeota	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_013043885.1	ncbi	Nitrosopumilus sp.	56.7	5.7	Thaumarchaeota	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0
GCA_007571135.1	ncbi	Nitrosopumilus sp.	81.4	0	Thaumarchaeota	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
GCA_013043295.1	ncbi	Nitrosopumilus sp.	80.4	0	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1
GCA_018680225.1	ncbi	Nitrosopumilus sp.	80.4	0	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1
GCA_002508395.1	ncbi	Nitrosopumilus sp. UBA241	89.2	0	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_013821245.1	ncbi	Nitrosopumilus sp.	88.7	2.1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_014066365.1	ncbi	Nitrosopumilus sp. YT1	79.9	9.8	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_018657465.1	ncbi	Nitrosopumilus sp.	68	0.5	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018646285.1	ncbi	Nitrosopumilus sp.	65	2.6	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018676395.1	ncbi	Nitrosopumilus sp.	69.1	2.6	Thaumarchaeota	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_018668215.1	ncbi	Nitrosopumilus sp.	60.8	2.6	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018695895.1	ncbi	Nitrosopumilus sp.	65.5	2.1	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018657375.1	ncbi	Nitrosopumilus sp.	71.1	1	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018652765.1	ncbi	Nitrosopumilus sp.	65.9	1	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018674605.1	ncbi	Nitrosopumilus sp.	65.4	0.5	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_018696375.1	ncbi	Nitrosopumilus sp.	60.3	1.5	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018669025.1	ncbi	Nitrosopumilus sp.	69.1	3.1	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_007571005.1	ncbi	Nitrosopumilus sp.	62.9	0	Thaumarchaeota	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GCA_018697895.1	ncbi	Nitrosopumilus sp.	70.7	2.1	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018661905.1	ncbi	Nitrosopumilus sp.	61.8	4.6	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_013329465.1	ncbi	Nitrosopumilus sp.	77.3	0	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_013329365.1	ncbi	Nitrosopumilus sp.	70.1	0	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018649845.1	ncbi	Nitrosopumilus sp.	65.4	1.5	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0
GCA_018651205.1	ncbi	Nitrosopumilus sp.	66	0	Thaumarchaeota	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_018655135.1	ncbi	Nitrosopumilus sp.	58.7	1	Thaumarchaeota	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GCA_018646185.1	ncbi	Nitrosopumilus sp.	61.3	0	Thaumarchaeota	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_013139085.1	ncbi	Nitrosopumilus sp.	54.1	4.1	Thaumarchaeota	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0
GCA_018669595.1	ncbi	Nitrosopumilus sp.	67	7.2	Thaumarchaeota	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_003702585.1	ncbi	Nitrosopumilus sp.	34.6	2.1	Thaumarchaeota	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_012961065.1	ncbi	Nitrosopumilus sp.	45.4	2.6	Thaumarchaeota	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GCA_013811745.1	ncbi	Nitrosopumilus sp.	45.8	1	Thaumarchaeota	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_001674955.1	ncbi	Candidatus Nitrosopumilus sp. DDS1	58.8	0	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GCA_001438895.1	ncbi	Nitrosopumilus sp. BACL13 MAG-120910-bin56	58.2	0.5	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_014240125.1	ncbi	Nitrosopumilus sp.	38.1	1.5	Thaumarchaeota	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_003569705.1	ncbi	Nitrosarchaeum sp.	88.6	1	Thaumarchaeota	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1
GCA_002737445.1	ncbi	Nitrosarchaeum sp.	91.2	0.5	Thaumarchaeota	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
GCA_013521055.1	ncbi	Nitrosarchaeum sp.	91.7	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_016106165.1	ncbi	Nitrosarchaeum sp.	90.7	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_018334095.1	ncbi	Nitrosarchaeum sp.	86.1	3.1	Thaumarchaeota	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_016106185.1	ncbi	Nitrosarchaeum sp.	90.2	0.5	Thaumarchaeota	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_014075315.1	ncbi	Nitrosopumilus sp.	91.7	0.5	Thaumarchaeota	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_009697445.1	ncbi	Nitrosarchaeum sp.	70.6	0.5	Thaumarchaeota	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
GCA_016844465.1	ncbi	Nitrosarchaeum sp.	64	2.1	Thaumarchaeota	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1
GCA_009697485.1	ncbi	Nitrosarchaeum sp.	57.2	0	Thaumarchaeota	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
GCA_016234975.1	ncbi	Nitrosarchaeum sp.	73.2	0	Thaumarchaeota	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1
GCA_016186075.1	ncbi	Nitrosarchaeum sp.	70.6	0.5	Thaumarchaeota	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1
GCA_016181505.1	ncbi	Nitrosarchaeum sp.	62.9	0.5	Thaumarchaeota	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1
GCA_018128925.1	ncbi	Nitrosopumilus sp. K4	91.2	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_900696045.1	ncbi	Candidatus Nitrosocosmicus franklandus	90.7	1	Thaumarchaeota	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_003175215.1	ncbi	Nitrosopumilus zosterae	93.3	0.5	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GCA_006740685.1	ncbi	Candidatus Nitrosopumilus sp. SW	92.8	0.5	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013407385.1	ncbi	Nitrosarchaeum sp. AC2	88.7	0	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013407145.1	ncbi	Nitrosopumilus cobalaminigenes	91.7	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013407165.1	ncbi	Nitrosopumilus oxyclinae	93.3	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013407185.1	ncbi	Nitrosopumilus ureiphilus	91.7	1	Thaumarchaeota	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GCA_000220175.2	ncbi	Nitrosarchaeum koreense MY1	92.3	0.5	Thaumarchaeota	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_000018465.1	ncbi	Nitrosopumilus maritimus SCM1	92.3	0.5	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1
GCA_000204585.1	ncbi	Candidatus Nitrosarchaeum limnium SFB1	88.6	0.5	Thaumarchaeota	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GCA_003352285.1	ncbi	Crenarchaeota archaeon	91.7	0.5	Crenarchaeota	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_003352295.1	ncbi	Crenarchaeota archaeon	92.3	0.5	Crenarchaeota	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_003352245.1	ncbi	Crenarchaeota archaeon	91.7	0.5	Crenarchaeota	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_003352265.1	ncbi	Crenarchaeota archaeon	91.7	0.5	Crenarchaeota	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
